id_text,id_word,Text,Cosine_similarity
UntN TZ 23,UntN_TZ_23_00009,pi-it-te-ka,0.2789
UntN TZ 23,UntN_TZ_23_00010,a-al,0.2766
UntN TZ 23,UntN_TZ_23_00011,un-taš-dingir-gal,0.2769
UntN TZ 23,UntN_TZ_23_00012,a-ak,0.5694
UntN TZ 23,UntN_TZ_23_00013,si-ia-an-ku-uk,0.401
UntN TZ 23,UntN_TZ_23_00014,a-ha-an,0.3077
UntN TZ 23,UntN_TZ_23_00015,ku-ši-ih,0.5528
UntN TZ 23,UntN_TZ_23_00016,ku-ku-un-nu-um,0.3079
UntN TZ 23,UntN_TZ_23_00017,la-an-si-di-ia,0.253
UntN TZ 23,UntN_TZ_23_00018,a-ha,0.3527
UntN TZ 23,UntN_TZ_23_00019,ku-ši-ih,0.5528
UntN TZ 23,UntN_TZ_23_00020,hu-hu-un,0.3207
UntN TZ 23,UntN_TZ_23_00021,ki-du-um-ma,0.285
UntN TZ 23,UntN_TZ_23_00022,a-ak,0.5694
UntN TZ 23,UntN_TZ_23_00023,pi-du-um-ma,0.3002
UntN TZ 23,UntN_TZ_23_00024,in,0.5704
UntN TZ 23,UntN_TZ_23_00025,ka-ak-pa-ah,0.3086
UntN TZ 23,UntN_TZ_23_00026,ku-ku-un-nu-um,0.3079
UntN TZ 23,UntN_TZ_23_00027,zu-un-ki-ip,0.2662
UntN TZ 23,UntN_TZ_23_00028,u2-ri-pu-pi,0.4171
UntN TZ 23,UntN_TZ_23_00029,im-me,0.4216
UntN TZ 23,UntN_TZ_23_00030,ku-ši-ih-ša,0.276
UntN TZ 23,UntN_TZ_23_00031,u2,0.4736
UntN TZ 23,UntN_TZ_23_00032,ku-ši-ih,0.5528
UntN TZ 23,UntN_TZ_23_00033,dingir-gal,0.5109
UntN TZ 23,UntN_TZ_23_00034,a-ak,0.5694
UntN TZ 23,UntN_TZ_23_00035,(d)in-šu-ši-na-ak,0.4237
UntN TZ 23,UntN_TZ_23_00036,si-ia-an-ku-uk-pa,0.3989
UntN TZ 23,UntN_TZ_23_00037,du-ni-ih,0.4579
UntN TZ 23,UntN_TZ_23_00038,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 23,UntN_TZ_23_00039,u2-me,0.5898
UntN TZ 23,UntN_TZ_23_00040,li-na-pu-un,0.2473
UntN TZ 23,UntN_TZ_23_00041,te-la-ak-ni,0.3094
UntN TZ 23,UntN_TZ_23_00042,tu4-um-pa,0.2914
UntN TZ 23,UntN_TZ_23_00043,šu-du-ur,0.2529
UntN TZ 23,UntN_TZ_23_00044,dingir-gal-me,0.2679
UntN TZ 23,UntN_TZ_23_00045,a-ak,0.5694
UntN TZ 23,UntN_TZ_23_00046,(d)in-šu-ši-na-ak-me,0.2564
UntN TZ 23,UntN_TZ_23_00047,a-ha,0.3527
UntN TZ 23,UntN_TZ_23_00048,ni-im-ma,0.3178
UntN TZ 23,UntN_TZ_23_00049,ha-al-li,0.2494
UntN TZ 23,UntN_TZ_23_00050,ap-pa,0.3538
UntN TZ 23,UntN_TZ_23_00051,ku-ši-ha,0.3017
UntN TZ 23,UntN_TZ_23_00052,lu-bu-ru-uh,0.2824
UntN TZ 23,UntN_TZ_23_00053,hi-el,0.2532
UntN TZ 23,UntN_TZ_23_00054,i,0.3395
UntN TZ 23,UntN_TZ_23_00055,a-bu-ul-lu,0.2573
UntN TZ 23,UntN_TZ_23_00056,ša-qu-tu4,0.3027
UntN TZ 23,UntN_TZ_23_00057,hi-i-še,0.2696
UntN TZ 23,UntN_TZ_23_00058,ha-al,0.2791
UntN TZ 23,UntN_TZ_23_00059,ha-ap-ti-iš,0.2968
UntN TZ 23,UntN_TZ_23_00060,il-ki-ka,0.2856
UntN TZ 23,UntN_TZ_23_00061,si-ia-an-ku-uk,0.401
UntN TZ 23,UntN_TZ_23_00062,zu-uk-ma,0.2851
UntN TZ 23,UntN_TZ_23_00063,im-me,0.4216
UntN TZ 23,UntN_TZ_23_00064,lu-pi-en,0.2732
UntN TZ 23,UntN_TZ_23_00065,zu-lu-ka-ak,0.3018
UntN TZ 23,UntN_TZ_23_00066,uk-ku-ma,0.2298
UntN TZ 23,UntN_TZ_23_00067,hu-ma-ka-ak,0.265
UntN TZ 23,UntN_TZ_23_00068,lu-pi-en,0.2732
UntN TZ 24,UntN_TZ_24_00001,u2,0.4736
UntN TZ 24,UntN_TZ_24_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 24,UntN_TZ_24_00003,ša-ak,0.292
UntN TZ 24,UntN_TZ_24_00004,(md)hu-um-ban-nu-me-na-gi,0.2534
UntN TZ 24,UntN_TZ_24_00005,su-un-ki-ik,0.4428
UntN TZ 24,UntN_TZ_24_00006,an-za-an,0.4171
UntN TZ 24,UntN_TZ_24_00007,šu-šu-un-ka,0.4929
UntN TZ 24,UntN_TZ_24_00008,si-ia-an,0.4844
UntN TZ 24,UntN_TZ_24_00009,li-ik-ri-in,0.3017
UntN TZ 24,UntN_TZ_24_00010,ku-ši-ih,0.5528
UntN TZ 24,UntN_TZ_24_00011,(d)in-šu-uš-na-ak,0.5347
UntN TZ 24,UntN_TZ_24_00012,un,0.3777
UntN TZ 24,UntN_TZ_24_00013,du-ni-ih,0.4579
UntN TZ 24,UntN_TZ_24_00014,hu-sa-a,0.244
UntN TZ 24,UntN_TZ_24_00015,ša-ar-ra-na,0.2913
UntN TZ 24,UntN_TZ_24_00016,a-ha-ar,0.4474
UntN TZ 24,UntN_TZ_24_00017,ka-da-an,0.2588
UntN TZ 24,UntN_TZ_24_00018,si-ti-i,0.3052
UntN TZ 24,UntN_TZ_24_00019,a-ha-ar,0.4474
UntN TZ 24,UntN_TZ_24_00020,zu-uk-ka-an,0.2608
UntN TZ 24,UntN_TZ_24_00021,hu-pi-e,0.292
UntN TZ 24,UntN_TZ_24_00022,a-ha-ar,0.4474
UntN TZ 24,UntN_TZ_24_00023,hu-ut-ta-an,0.2251
UntN TZ 25,UntN_TZ_25_00001,u2,0.4736
UntN TZ 25,UntN_TZ_25_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 25,UntN_TZ_25_00003,ša-ak,0.292
UntN TZ 25,UntN_TZ_25_00004,(d)hu-ban-um-me-en-na-ki,0.2983
UntN TZ 25,UntN_TZ_25_00005,su-un-ki-ik,0.4428
UntN TZ 25,UntN_TZ_25_00006,an-za-an,0.4171
UntN TZ 25,UntN_TZ_25_00007,šu-šu-un-ka,0.4929
UntN TZ 25,UntN_TZ_25_00008,a-bu-ul,0.3625
UntN TZ 25,UntN_TZ_25_00009,ki-nu-ni,0.2807
UntN TZ 25,UntN_TZ_25_00010,ku-ši-ih,0.5528
UntN TZ 25,UntN_TZ_25_00011,dingir-gal,0.5109
UntN TZ 25,UntN_TZ_25_00012,a-gi,0.5235
UntN TZ 25,UntN_TZ_25_00013,(d)in-šu-uš-na-ak,0.5347
UntN TZ 25,UntN_TZ_25_00014,si-ia-an-ku-uk-ra,0.5192
UntN TZ 25,UntN_TZ_25_00015,in,0.5704
UntN TZ 25,UntN_TZ_25_00016,tu4-ni-ih,0.3922
UntN TZ 25,UntN_TZ_25_00017,ta-ak-me,0.4232
UntN TZ 25,UntN_TZ_25_00018,u2-me,0.5898
UntN TZ 25,UntN_TZ_25_00019,tu4-ur,0.5381
UntN TZ 25,UntN_TZ_25_00020,hi-ih,0.4515
UntN TZ 25,UntN_TZ_25_00021,si-it-me,0.4945
UntN TZ 25,UntN_TZ_25_00022,u2-me,0.5898
UntN TZ 25,UntN_TZ_25_00023,šu-ul-lu-me-en-ga,0.2595
UntN TZ 25,UntN_TZ_25_00024,az-ki-it,0.4502
UntN TZ 25,UntN_TZ_25_00025,hu-šu-ut-ta,0.2233
UntN TZ 25,UntN_TZ_25_00026,in-gi,0.4831
UntN TZ 25,UntN_TZ_25_00027,hi-en-ga,0.4485
UntN TZ 25,UntN_TZ_25_00028,in-di-ig-ga,0.3368
UntN TZ 25,UntN_TZ_25_00029,a-gi,0.5235
UntN TZ 25,UntN_TZ_25_00030,ku-ši-ih,0.5528
UntN TZ 25,UntN_TZ_25_00031,dingir-gal,0.5109
UntN TZ 25,UntN_TZ_25_00032,a-gi,0.5235
UntN TZ 25,UntN_TZ_25_00033,(d)in-šu-uš-na-ak,0.5347
UntN TZ 25,UntN_TZ_25_00034,in,0.5704
UntN TZ 25,UntN_TZ_25_00035,tu4-ni-ih,0.3922
UntN TZ 25,UntN_TZ_25_00036,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 25,UntN_TZ_25_00037,u2-me,0.5898
UntN TZ 25,UntN_TZ_25_00038,dingir-gal,0.5109
UntN TZ 25,UntN_TZ_25_00039,a-gi,0.5235
UntN TZ 25,UntN_TZ_25_00040,(d)in-šu-uš-na-ak,0.5347
UntN TZ 25,UntN_TZ_25_00041,il-li-na,0.2411
UntN TZ 25,UntN_TZ_25_00042,te-la-ak-ni,0.3094
UntN TZ 26,UntN_TZ_26_00001,u3,0.2484
UntN TZ 26,UntN_TZ_26_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 26,UntN_TZ_26_00003,ša-ak,0.292
UntN TZ 26,UntN_TZ_26_00004,hu-ban-nu-me-en-na-ki,0.2522
UntN TZ 26,UntN_TZ_26_00005,su-un-ki-ik,0.4428
UntN TZ 26,UntN_TZ_26_00006,an-za-an,0.4171
UntN TZ 26,UntN_TZ_26_00007,šu-šu-un-ka,0.4929
UntN TZ 26,UntN_TZ_26_00008,ta-ak-me,0.4232
UntN TZ 26,UntN_TZ_26_00009,u2-me,0.5898
UntN TZ 26,UntN_TZ_26_00010,tu4-ur,0.5381
UntN TZ 26,UntN_TZ_26_00011,hi-ih,0.4515
UntN TZ 26,UntN_TZ_26_00012,si-it-me,0.4945
UntN TZ 26,UntN_TZ_26_00013,u2-me,0.5898
UntN TZ 26,UntN_TZ_26_00014,šu-ul-lu-me-en-ga,0.2595
UntN TZ 26,UntN_TZ_26_00015,az-ki-it,0.4502
UntN TZ 26,UntN_TZ_26_00016,tu4-ur,0.5381
UntN TZ 26,UntN_TZ_26_00017,sah-ri,0.4262
UntN TZ 26,UntN_TZ_26_00018,hu-šu-ia,0.3785
UntN TZ 26,UntN_TZ_26_00019,in-gi,0.4831
UntN TZ 26,UntN_TZ_26_00020,hi-en-ga,0.4485
UntN TZ 26,UntN_TZ_26_00021,in-di-ig-ga4,0.2888
UntN TZ 26,UntN_TZ_26_00022,a-gi,0.5235
UntN TZ 26,UntN_TZ_26_00023,a-bu-ul,0.3625
UntN TZ 26,UntN_TZ_26_00024,gi-nu-ni,0.2662
UntN TZ 26,UntN_TZ_26_00025,ku-ši-ih,0.5528
UntN TZ 26,UntN_TZ_26_00026,dingir-gal,0.5109
UntN TZ 26,UntN_TZ_26_00027,a-gi,0.5235
UntN TZ 26,UntN_TZ_26_00028,(d)in-šu-uš-na-ak,0.5347
UntN TZ 26,UntN_TZ_26_00029,si-ia-an-ku-uk-ra,0.5192
UntN TZ 26,UntN_TZ_26_00030,in,0.5704
UntN TZ 26,UntN_TZ_26_00031,du-ni-ih,0.4579
UntN TZ 26,UntN_TZ_26_00032,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 26,UntN_TZ_26_00033,u2-me,0.5898
UntN TZ 26,UntN_TZ_26_00034,dingir-gal,0.5109
UntN TZ 26,UntN_TZ_26_00035,a-gi,0.5235
UntN TZ 26,UntN_TZ_26_00036,(d)in-šu-uš-na-ak,0.5347
UntN TZ 26,UntN_TZ_26_00037,ul-li-na,0.3769
UntN TZ 26,UntN_TZ_26_00038,te-la-ak-ni,0.3094
UntN TZ 27,UntN_TZ_27_00001,u2,0.4736
UntN TZ 27,UntN_TZ_27_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 27,UntN_TZ_27_00003,ša-ak,0.292
UntN TZ 27,UntN_TZ_27_00004,(d)hu-ban-um-me-en-na-ki,0.2983
UntN TZ 27,UntN_TZ_27_00005,su-un-ki-ik,0.4428
UntN TZ 27,UntN_TZ_27_00006,an-za-an,0.4171
UntN TZ 27,UntN_TZ_27_00007,šu-šu-un-ka,0.4929
UntN TZ 27,UntN_TZ_27_00008,ta-ak-me,0.4232
UntN TZ 27,UntN_TZ_27_00009,u2-me,0.5898
UntN TZ 27,UntN_TZ_27_00010,tu4-ur,0.5381
UntN TZ 27,UntN_TZ_27_00011,hi-ih,0.4515
UntN TZ 27,UntN_TZ_27_00012,si-it-me,0.4945
UntN TZ 27,UntN_TZ_27_00013,u2-me,0.5898
UntN TZ 27,UntN_TZ_27_00014,šu-ul-lu-me-en-ga,0.2595
UntN TZ 27,UntN_TZ_27_00015,az-ki-it,0.4502
UntN TZ 27,UntN_TZ_27_00016,tu4-ur,0.5381
UntN TZ 27,UntN_TZ_27_00017,sah-ri,0.4262
UntN TZ 27,UntN_TZ_27_00018,hu-šu-ia,0.3785
UntN TZ 27,UntN_TZ_27_00019,in-gi,0.4831
UntN TZ 27,UntN_TZ_27_00020,hi-en-ga,0.4485
UntN TZ 27,UntN_TZ_27_00021,in-di-ig-ga2,0.2624
UntN TZ 27,UntN_TZ_27_00022,a-gi,0.5235
UntN TZ 27,UntN_TZ_27_00023,si-ia-an,0.4844
UntN TZ 27,UntN_TZ_27_00024,u2-pa-at,0.5415
UntN TZ 27,UntN_TZ_27_00025,hu-us-si-ip-me,0.5148
UntN TZ 27,UntN_TZ_27_00026,ku-ši-ih,0.5528
UntN TZ 27,UntN_TZ_27_00027,(d)hi-iš-mi-di-ik,0.268
UntN TZ 27,UntN_TZ_27_00028,(d)ru-hu-ra-tir,0.2674
UntN TZ 27,UntN_TZ_27_00029,si-ia-an-ku-uk-ra,0.5192
UntN TZ 27,UntN_TZ_27_00030,in,0.5704
UntN TZ 27,UntN_TZ_27_00031,tu4-ni-ih,0.3922
UntN TZ 27,UntN_TZ_27_00032,ha-di-en,0.2832
UntN TZ 27,UntN_TZ_27_00033,ha-ap-ši,0.248
UntN TZ 27,UntN_TZ_27_00034,ir,0.383
UntN TZ 27,UntN_TZ_27_00035,su-kar-tah,0.2738
UntN TZ 27,UntN_TZ_27_00036,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 27,UntN_TZ_27_00037,u2-me,0.5898
UntN TZ 27,UntN_TZ_27_00038,(d)hi-iš-mi-di-ik,0.268
UntN TZ 27,UntN_TZ_27_00039,(d)ru-hu-ra-tir,0.2674
UntN TZ 27,UntN_TZ_27_00040,ul-li-na6,0.2809
UntN TZ 27,UntN_TZ_27_00041,te-la-ak-ni,0.3094
UntN TZ 28,UntN_TZ_28_00001,u2,0.4736
UntN TZ 28,UntN_TZ_28_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 28,UntN_TZ_28_00003,ša-ak,0.292
UntN TZ 28,UntN_TZ_28_00004,(d)hu-um-ban-um-me-en-na-ki,0.2319
UntN TZ 28,UntN_TZ_28_00005,su-un-ki-ik,0.4428
UntN TZ 28,UntN_TZ_28_00006,an-za-an,0.4171
UntN TZ 28,UntN_TZ_28_00007,šu-šu-un-ka,0.4929
UntN TZ 28,UntN_TZ_28_00008,ta-ak-me,0.4232
UntN TZ 28,UntN_TZ_28_00009,u2-me,0.5898
UntN TZ 28,UntN_TZ_28_00010,tu4-ur,0.5381
UntN TZ 28,UntN_TZ_28_00011,hi-ih,0.4515
UntN TZ 28,UntN_TZ_28_00012,si-it-me,0.4945
UntN TZ 28,UntN_TZ_28_00013,u2-me,0.5898
UntN TZ 28,UntN_TZ_28_00014,šu-ul-lu-me-en-ga,0.2595
UntN TZ 28,UntN_TZ_28_00015,az-ki-it,0.4502
UntN TZ 28,UntN_TZ_28_00016,tu4-ur,0.5381
UntN TZ 28,UntN_TZ_28_00017,sah-ri,0.4262
UntN TZ 28,UntN_TZ_28_00018,hu-šu-ia,0.3785
UntN TZ 28,UntN_TZ_28_00019,in-gi,0.4831
UntN TZ 28,UntN_TZ_28_00020,hi-en-ga,0.4485
UntN TZ 28,UntN_TZ_28_00021,in-di-ik-ka,0.3286
UntN TZ 28,UntN_TZ_28_00022,a-gi,0.5235
UntN TZ 28,UntN_TZ_28_00023,si-a-an,0.3435
UntN TZ 28,UntN_TZ_28_00024,(d)hu-um-ban-me,0.2653
UntN TZ 28,UntN_TZ_28_00025,u2-pa-at,0.5415
UntN TZ 28,UntN_TZ_28_00026,hu-us-si-ip-me,0.5148
UntN TZ 28,UntN_TZ_28_00027,ku-ši-ih,0.5528
UntN TZ 28,UntN_TZ_28_00028,(d)hu-um-ban,0.2618
UntN TZ 28,UntN_TZ_28_00029,si-a-an-ku-uk-ra,0.4444
UntN TZ 28,UntN_TZ_28_00030,in,0.5704
UntN TZ 28,UntN_TZ_28_00031,tu4-ni-ih,0.3922
UntN TZ 28,UntN_TZ_28_00032,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 28,UntN_TZ_28_00033,u2-me,0.5898
UntN TZ 28,UntN_TZ_28_00034,(d)hu-um-ban,0.2618
UntN TZ 28,UntN_TZ_28_00035,ul-li-na,0.3769
UntN TZ 28,UntN_TZ_28_00036,te-la-ak-ni,0.3094
UntN TZ 29,UntN_TZ_29_00001,u3,0.2484
UntN TZ 29,UntN_TZ_29_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 29,UntN_TZ_29_00003,ša-ak,0.292
UntN TZ 29,UntN_TZ_29_00004,(m)hu-ban-nu-me-na-ki,0.2551
UntN TZ 29,UntN_TZ_29_00005,su-un-ki-ik,0.4428
UntN TZ 29,UntN_TZ_29_00006,an-za-an,0.4171
UntN TZ 29,UntN_TZ_29_00007,šu-šu-un-ka,0.4929
UntN TZ 29,UntN_TZ_29_00008,ta-ak-me,0.4232
UntN TZ 29,UntN_TZ_29_00009,u2-me,0.5898
UntN TZ 29,UntN_TZ_29_00010,tu4-ur,0.5381
UntN TZ 29,UntN_TZ_29_00011,hi-ih,0.4515
UntN TZ 29,UntN_TZ_29_00012,si-it-me,0.4945
UntN TZ 29,UntN_TZ_29_00013,u2-me,0.5898
UntN TZ 29,UntN_TZ_29_00014,šu-ul-lu-me-ga,0.268
UntN TZ 29,UntN_TZ_29_00015,az-ki-it,0.4502
UntN TZ 29,UntN_TZ_29_00016,tu4-ur,0.5381
UntN TZ 29,UntN_TZ_29_00017,sah-ri,0.4262
UntN TZ 29,UntN_TZ_29_00018,hu-šu-ia,0.3785
UntN TZ 29,UntN_TZ_29_00019,in-gi,0.4831
UntN TZ 29,UntN_TZ_29_00020,hi-en-ga,0.4485
UntN TZ 29,UntN_TZ_29_00021,in-di-ig-ga,0.3368
UntN TZ 29,UntN_TZ_29_00022,a-gi,0.5235
UntN TZ 29,UntN_TZ_29_00023,si-ia-an,0.4844
UntN TZ 29,UntN_TZ_29_00024,u2-pa-at,0.5415
UntN TZ 29,UntN_TZ_29_00025,hu-us-si-ip-me,0.5148
UntN TZ 29,UntN_TZ_29_00026,ku-ši-ih,0.5528
UntN TZ 29,UntN_TZ_29_00027,(d)na-bi-um,0.2889
UntN TZ 29,UntN_TZ_29_00028,si-ia-an-ku-uk-ra,0.5192
UntN TZ 29,UntN_TZ_29_00029,in,0.5704
UntN TZ 29,UntN_TZ_29_00030,tu4-ni-ih,0.3922
UntN TZ 29,UntN_TZ_29_00031,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 29,UntN_TZ_29_00032,u2-me,0.5898
UntN TZ 29,UntN_TZ_29_00033,(d)na-bi-um,0.2889
UntN TZ 29,UntN_TZ_29_00034,ul-li-na,0.3769
UntN TZ 29,UntN_TZ_29_00035,te-la-ak,0.2463
UntN TZ 30,UntN_TZ_30_00001,u3,0.2484
UntN TZ 30,UntN_TZ_30_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 30,UntN_TZ_30_00003,ša-ak,0.292
UntN TZ 30,UntN_TZ_30_00004,(m)hu-ban-nu-me-na-ki,0.2551
UntN TZ 30,UntN_TZ_30_00005,zu-un-ki-ik,0.3275
UntN TZ 30,UntN_TZ_30_00006,an-za-an,0.4171
UntN TZ 30,UntN_TZ_30_00007,šu-šu-un-ka,0.4929
UntN TZ 30,UntN_TZ_30_00008,ta-ak-me,0.4232
UntN TZ 30,UntN_TZ_30_00009,u2-me,0.5898
UntN TZ 30,UntN_TZ_30_00010,tu4-ur,0.5381
UntN TZ 30,UntN_TZ_30_00011,hi-ih2,0.2836
UntN TZ 30,UntN_TZ_30_00012,si-it-me,0.4945
UntN TZ 30,UntN_TZ_30_00013,u2-me,0.5898
UntN TZ 30,UntN_TZ_30_00014,šu-ul-lu-me-ga,0.268
UntN TZ 30,UntN_TZ_30_00015,az-ki-it,0.4502
UntN TZ 30,UntN_TZ_30_00016,tu4-ur,0.5381
UntN TZ 30,UntN_TZ_30_00017,sah-ri,0.4262
UntN TZ 30,UntN_TZ_30_00018,hu-šu-ia,0.3785
UntN TZ 30,UntN_TZ_30_00019,in-gi,0.4831
UntN TZ 30,UntN_TZ_30_00020,hi-en-ga,0.4485
UntN TZ 30,UntN_TZ_30_00021,in-di-ig-ga,0.3368
UntN TZ 30,UntN_TZ_30_00022,a-ak,0.5694
UntN TZ 30,UntN_TZ_30_00023,si-ia-an,0.4844
UntN TZ 30,UntN_TZ_30_00024,u2-pa-at,0.5415
UntN TZ 30,UntN_TZ_30_00025,hu-us-si-ip-me,0.5148
UntN TZ 30,UntN_TZ_30_00026,ku-ši-ih,0.5528
UntN TZ 30,UntN_TZ_30_00027,(d)PA.TUG2,0.4015
UntN TZ 30,UntN_TZ_30_00028,si-ia-an-ku-uk-ra,0.5192
UntN TZ 30,UntN_TZ_30_00029,in,0.5704
UntN TZ 30,UntN_TZ_30_00030,tu4-ni-ih,0.3922
UntN TZ 30,UntN_TZ_30_00031,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 30,UntN_TZ_30_00032,u2-me,0.5898
UntN TZ 30,UntN_TZ_30_00033,(d)PA.TUG2,0.4015
UntN TZ 30,UntN_TZ_30_00034,ul-li-na,0.3769
UntN TZ 30,UntN_TZ_30_00035,te-la-ak,0.2463
UntN TZ 31,UntN_TZ_31_00001,u2,0.4736
UntN TZ 31,UntN_TZ_31_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 31,UntN_TZ_31_00003,ša-ak,0.292
UntN TZ 31,UntN_TZ_31_00004,(md)hu-um-ban-nu-me-na-ki,0.2622
UntN TZ 31,UntN_TZ_31_00005,zu-un-ki-ik,0.3275
UntN TZ 31,UntN_TZ_31_00006,an-za-an,0.4171
UntN TZ 31,UntN_TZ_31_00007,šu-šu-un-ka,0.4929
UntN TZ 31,UntN_TZ_31_00008,mu-ur-ti,0.2791
UntN TZ 31,UntN_TZ_31_00009,ip-il-la-ti-ma,0.2717
UntN TZ 31,UntN_TZ_31_00010,ku-ši-ih,0.5528
UntN TZ 31,UntN_TZ_31_00011,(d)PA.TUG2,0.4015
UntN TZ 31,UntN_TZ_31_00012,li-li-ra,0.2911
UntN TZ 31,UntN_TZ_31_00013,ha-al,0.2791
UntN TZ 31,UntN_TZ_31_00014,ha-ap-pa-ti-iš,0.2926
UntN TZ 31,UntN_TZ_31_00015,pa-ap-pa-ra-na,0.2604
UntN TZ 31,UntN_TZ_31_00016,(m)un-taš-dingir-gal,0.333
UntN TZ 31,UntN_TZ_31_00017,uk-ku-ri,0.2768
UntN TZ 31,UntN_TZ_31_00018,ir,0.383
UntN TZ 31,UntN_TZ_31_00019,mu-ur-ta-an-ra,0.2364
UntN TZ 31,UntN_TZ_31_00020,hu-ut-tak-ha-li-ik,0.4346
UntN TZ 31,UntN_TZ_31_00021,u2-me,0.5898
UntN TZ 31,UntN_TZ_31_00022,(d)PA.TUG2,0.4015
UntN TZ 31,UntN_TZ_31_00023,li-na,0.3652
UntN TZ 31,UntN_TZ_31_00024,te-la-ak-ni,0.3094
UntN TZ 32,UntN_TZ_32_00001,u2,0.4736
UntN TZ 32,UntN_TZ_32_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 32,UntN_TZ_32_00003,si-ia-an,0.4844
UntN TZ 32,UntN_TZ_32_00004,(d)in-na-na,0.3359
UntN TZ 32,UntN_TZ_32_00005,be-el-ti,0.2285
UntN TZ 32,UntN_TZ_32_00006,ap-pu-ki-me,0.2796
UntN TZ 32,UntN_TZ_32_00007,ku-ši-ih,0.5528
UntN TZ 32,UntN_TZ_32_00008,(d)in-na-na,0.3359
UntN TZ 32,UntN_TZ_32_00009,be-el-ti,0.2285
UntN TZ 32,UntN_TZ_32_00010,ap-pu-ki-i,0.2491
UntN TZ 32,UntN_TZ_32_00011,ir,0.383
UntN TZ 32,UntN_TZ_32_00012,ša-ri-ih,0.3781
UntN TZ 32,UntN_TZ_32_00013,ir,0.383
UntN TZ 32,UntN_TZ_32_00014,a-ha-ar,0.4474
UntN TZ 32,UntN_TZ_32_00015,mu-ur-tah,0.4399
UntN TZ 32,UntN_TZ_32_00016,hu-pi-e,0.292
UntN TZ 32,UntN_TZ_32_00017,pi-ip-ši-ia,0.2312
UntN TZ 32,UntN_TZ_32_00018,pi-ip-li-ih,0.2738
UntN TZ 32,UntN_TZ_32_00019,hu-ut-ta-ak-ha-li-ik,0.261
UntN TZ 32,UntN_TZ_32_00020,u2-me,0.5898
UntN TZ 32,UntN_TZ_32_00021,li-ni-en,0.2557
UntN TZ 32,UntN_TZ_32_00022,te-la-ak-ni,0.3094
UntN TZ 33,UntN_TZ_33_00001,u2,0.4736
UntN TZ 33,UntN_TZ_33_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 33,UntN_TZ_33_00003,ša-ak,0.292
UntN TZ 33,UntN_TZ_33_00004,(md)hu-um-ban-um-me-na-gi,0.2456
UntN TZ 33,UntN_TZ_33_00005,su-un-ki-ik,0.4428
UntN TZ 33,UntN_TZ_33_00006,an-za-an,0.4171
UntN TZ 33,UntN_TZ_33_00007,šu-šu-un-ka,0.4929
UntN TZ 33,UntN_TZ_33_00008,pu-uk-ši,0.2675
UntN TZ 33,UntN_TZ_33_00009,ta-ak-ki-ip-pi,0.264
UntN TZ 33,UntN_TZ_33_00010,u2-pa-at,0.5415
UntN TZ 33,UntN_TZ_33_00011,hu-us-si-ip-me,0.5148
UntN TZ 33,UntN_TZ_33_00012,ku-ši-ih,0.5528
UntN TZ 33,UntN_TZ_33_00013,(d)su-un-ki-ir-ri-ša-ar-ra,0.2328
UntN TZ 33,UntN_TZ_33_00014,in,0.5704
UntN TZ 33,UntN_TZ_33_00015,du-ni-ih,0.4579
UntN TZ 34,UntN_TZ_34_00001,u2,0.4736
UntN TZ 34,UntN_TZ_34_00002,(m)un-taš-dingir-gal,0.333
UntN TZ 34,UntN_TZ_34_00003,ša-ak,0.292
UntN TZ 34,UntN_TZ_34_00004,(m)hu-ban-um-me-na-ki,0.2748
UntN TZ 34,UntN_TZ_34_00005,su-un-ki-ik,0.4428
UntN TZ 34,UntN_TZ_34_00006,an-za-an,0.4171
UntN TZ 34,UntN_TZ_34_00007,šu-šu-un-ka,0.4929
UntN TZ 34,UntN_TZ_34_00008,ta-ak-me,0.4232
UntN TZ 34,UntN_TZ_34_00009,u2-me,0.5898
UntN TZ 34,UntN_TZ_34_00010,tu4-ur,0.5381
UntN TZ 34,UntN_TZ_34_00011,hi-ih,0.4515
UntN TZ 34,UntN_TZ_34_00012,si-it-me,0.4945
UntN TZ 34,UntN_TZ_34_00013,u2-me,0.5898
UntN TZ 34,UntN_TZ_34_00014,šu-ul-lu-me-ga,0.268
UntN TZ 34,UntN_TZ_34_00015,az-ki-it,0.4502
UntN TZ 34,UntN_TZ_34_00016,tu4-ur,0.5381
UntN TZ 34,UntN_TZ_34_00017,sah-ri,0.4262
UntN TZ 34,UntN_TZ_34_00018,hu-šu-ia,0.3785
UntN TZ 34,UntN_TZ_34_00019,in-gi,0.4831
