word,similar_1,score_1,similar_2,score_2,similar_3,score_3,similar_4,score_4,similar_5,score_5
te-ip-ti],(m)un-taš-dingir-gal,0.3734,[u2],0.3118,su-un-ki-ip,0.2829,ku-u[k-ši-ih],0.249,ka?-ap-na-ak,0.2489
(d)in-šu-uš-n[a-ak,(d)u2-pur-ku-pa-ak,0.3,ha-li-ih,0.2896,si-ia-an-ku-uk-pa-ri,0.2848,si-ia-ni-me,0.2785,zig-ra-tu4,0.2676
dingir-gal],[t]e-ip-ti,0.3012,ku-[ku]-un-nu-um,0.2755,ta-ak-[me],0.2722,ha-du,0.2715,in-di-ig-ga2,0.245
hu-ut2-tak-ha]-li-[ik,šu-ul-lu-me-ka,0.3054,lu-pi-en,0.2754,(d)hu-ban-nu-me-en-na-ki,0.2682,za-ah-ri,0.2444,(d)in-šu-uš-na-ak-ri,0.244
du-ni-[ih,(d)da-mu-si,0.3653,[šu-šu-un-ka,0.3046,hu-si-ip-me,0.2705,(d)in-šu-uš-n[a-ak],0.2608,tu4-ur,0.2569
[la-ha-ak-ir-ra],(d)pi-ni-gir3-me-im-ma,0.2867,pi-ip-li-ih,0.2801,il-li-na,0.2369,ku-te-en,0.2348,(d)in-šu-[uš-na-ak,0.2326
[t]e-ip-ti,dingir-gal],0.3012,ši-in-ni,0.2995,la-[ha]-ak-[ir]-ra,0.2954,ku-[ku]-un-nu-um,0.2459,pi-ip-ši-it-te,0.2404
(d)in-šu-uš-n[a-ak],(d)ha-te-ri-iš-nu-me,0.3799,(d)in-šu-uš]-na-ak,0.31,ku-ur-ru,0.2857,tu4-um-pa,0.2766,pi-[el,0.274
[hu]-ut2-tah,te-la-ak-li,0.3633,ša-ra-ra,0.2826,il-ki-ka,0.26,[…]-ti-e?,0.2506,(d)ha-te-ri-iš-[…],0.2454
in-ti-[ig]-ga,te-la-ak-[ni],0.2543,ku-ku-un-nu-um…,0.2535,(d)na-zi-it-me,0.2268,li-en-ra,0.2113,hu-ut2-tak?-ha?-[…],0.2056
hi-[en-g]a,lu-pi-en,0.2658,[i],0.2641,[…]-nu-me-na-gi,0.2566,hu-ut-tak-ha-li-ku,0.2425,mi-ši-ma-na,0.2388
[hu]-šu-ia,(d)hu-um-ban-nu-me-na-gi,0.3752,(d)in-šu-ši-na-ak,0.3275,ak-ka,0.303,mu-ur-tah,0.2974,hi-ih,0.2911
sah]-ri,(d)ki-ri-ri-ša,0.3645,hu-ul-pa-ah,0.3163,u2-ri-pu-pi,0.3011,(d)u2-pur-ku-ba-ak,0.2986,e,0.2855
[az-ki-it,hu-ut2-tah-ha-li-ih,0.352,{uk-ku}-me,0.2892,si-a-an-ku-uk,0.2798,[an-za-a]n,0.2563,mu,0.2511
in]-ti-ig-[ga],hi-ih-ni],0.3285,ku-ku-un-nu-um,0.2926,(d)te-ip-ti,0.2729,du-ha-an-ra,0.2652,ša-ri-ih,0.2587
u2-[me,an-za-an],0.3393,[te-ip]-ti,0.2992,(md)hu-um-ban-nu-me-en-na-ki,0.283,dingir-gal-me,0.2769,su-un-ki]-ik,0.2654
si-it-me],si-a-an,0.38,da-ah,0.3028,(d)na-ah-hu-un-te,0.3027,a-lu-me-lu,0.3019,(d)ši-ia-šu-um,0.2633
[hi-ih,ku-ši-ih-ši-ma,0.4022,pa-ka-an-ra,0.2612,(d)su-un-ki-ir-ri-ša-ar-ra,0.2574,tu4-ul-li-in,0.2532,mu,0.2407
ta-[ak]-me,(d)pi-ni-gìr,0.3874,(d)in-šu-uš]-na-ak,0.2861,(d)hu-um-ban-me,0.2772,gi-ri-na,0.2578,te-ip-[ti],0.2485
la-[ha]-ak-[ir]-ra,up-qu-mi-ma,0.3148,[t]e-ip-ti,0.2954,su-us-ka-tah,0.2879,nu-ul-ki-ip-pi,0.2819,ha-ta-am-ti-ir,0.2613
si-ia-an-ku-[uk],tu4-um-pa-an-ra,0.2881,[ki?]-zu-um,0.2724,ia-ak,0.2466,ka-ak-pa-ah,0.2236,(m)ki-,0.2206
te-ip-[ti],mu-ur-tah,0.3505,hi-e]n-ka,0.3007,dingir-gal,0.2998,pi-el,0.2626,pi-tu4-um-ma,0.2529
(d)in-šu-[uš]-na-ak,hu-hu-un,0.3819,in-gi,0.3289,pi-el,0.3257,ha-at,0.2974,a-gi,0.2889
su-us-ka-ta]h,1,0.258,a-pu,0.2463,[si]-ia-an-ku-uk,0.2419,dingir-gal-me,0.2349,(m)un-taš-dingir-gal,0.2254
la-am]-li-[e-ma,la-an-si-ti-me,0.2956,[in,0.2895,li-na,0.2876,si-ia-an-ku-uk-ra,0.2768,hi-iš,0.2738
[ri?-im?]-mu-u[m,ša-qu-tu4,0.3616,an-za-an],0.3225,{li}-na,0.2794,šu-lu-me-ka,0.2703,u2-[me,0.2561
si-a-an-ku-uk],(d)in-šu-uš-na-ak,0.315,a[n-za]-an,0.3092,[…],0.3063,ša-at-me,0.2709,lu-mu-un-ra,0.2663
ha-li-[ih,(d)zu-un-ki-ir-ri-ša-ar-ra-me,0.3033,zu-un-ki-me,0.2414,az-ki-it,0.2358,a-ha-an,0.2249,li-e,0.2235
hu]-uh-tah,hu-tu4-un-ra,0.4102,in-[ti-ik-ka,0.3317,(d)in-šu-[uš-na-ak,0.2886,ku-u[k-ši-ih],0.2702,hi-ih-li,0.2589
hu-uh-[tah-ša],hu-ut-tak-ha-li-ku,0.3019,ta-an-ra,0.2838,ki-ni-in,0.2661,(d)na-bi-um,0.2436,pi-[el,0.2394
[u2-r]i-pu-up,[hu-us-si]-ip-me,0.3055,me-[lu]-uk-ra,0.2786,šu-ul-lu-me-ka,0.2725,(d)ha-te-ri-iš-nu-me,0.2477,me-el-ka-an-ra,0.2399
zu-u[n-ki-ip],az-ki-it,0.3021,[…]-ti-ia,0.2802,in-[ti-ik-ka,0.2763,in-di-ig-ga4,0.2762,ta-ak-[me],0.264
[…]-a,an-[za-an],0.3216,hu-ut-tah-ša,0.3074,ul-hi,0.3015,zig-ra-tu4,0.2853,hu-ut-tah,0.282
te-la-ak-li,[hu]-ut2-tah,0.3633,tu4-um-pa,0.3055,a-bu-ul-lu,0.2831,te-la-ak-ni,0.2553,an-za-an,0.2489
[si]-ia-an-ku-uk,(f)na-pir2-a-su,0.3061,si-ia-ni-me,0.2883,la-an-[si-ti-me,0.281,ši-in-ni,0.2716,a-ni,0.2623
[u2],te-ip-ti],0.3118,a]-ak,0.2541,la-ni-ia,0.2419,du-uh?,0.2385,ša-at-me,0.2371
hu-[ut-tah],ša-ar-ra-na,0.3096,(d)ki-ri-ri-ša-me,0.3092,zi-it-im-ma,0.3002,ša-ak,0.2961,ir,0.2905
[a-gi],li-ki-ir,0.3492,ku-du-um-ma,0.3371,(md)hu-[um-ban-nu-me-na-gi],0.2901,ku-ši-ih-ši-ma,0.2735,be-el-ti,0.2392
in-ti-ig-ga,la-an-si-ti-ra,0.3345,{ku-ši-ih},0.3115,li-ik-ri,0.3024,hu-ut-tak-ha-li-ik,0.2702,[hu]-ut2-tak-ha-li-ik,0.2599
sa-ah-ri,si-a-ku-uk,0.302,ar,0.2955,ša-at-me,0.29,ra,0.2537,li-li-ra,0.252
[šu]-lu-me-en-[ga],si-li-in,0.2572,(husa)tukul-har-sag,0.245,an-[za-an],0.2323,te-la-ak-ni,0.2308,a-ni,0.2288
ta-ak-[me],dingir-gal,0.3069,ta-ak-me,0.3009,ki-iš-tu4-um-ma,0.3003,(d)in-šu-uš-na-ak,0.297,(d)ki-ri-ri-ša,0.2934
zu-uz-ka-tah,hu-ut-tak-ha-li-ik,0.2666,si-ia-a-an-ku-uk-me,0.2476,a-ha-ar,0.2448,a]-ak,0.2417,si-it-tan-me,0.2312
[ri?]-mu-um,ku-ur-ru,0.3202,pi-it-te-ga,0.2908,hu-pi-e,0.2904,ap-pa,0.2709,ar,0.2624
u2-ri-[pu]-up,(d)ša-la-me,0.2483,i,0.2366,hu-šu-a,0.236,dingir-gal,0.2263,en,0.2256
ki?-iz?-zu-um,a-lu-me-lu,0.3041,(m)ki-,0.2768,[…]-ak,0.264,mi-ši-ma-na,0.2434,la-an-si-ti-ih,0.241
],(d)iš-ni-ka-ra-ab2,0.4232,ha-ap-ši,0.3026,(d)nun.sunki,0.2813,ha-ap-pa-ti-iš,0.2568,im-me,0.2511
(d)[…,ku-ur-ru,0.3726,pi-tu4-ma,0.2785,ta-ak-me,0.2583,tu4-um-pa-an-ra,0.258,ha-ta-am-ti-ir,0.2479
e,si-a-an-ku-uk-ra,0.4196,(d)ši-ia-šu-um,0.3078,in,0.2987,sah]-ri,0.2855,la-an-si-ti-ir-ra,0.2811
[h]a-li-ik,ki-ik-ki-te-eh,0.3399,a-ak,0.3221,na-a,0.314,u2,0.304,il-ki-ka,0.2968
(d)[…],ki-du-um-ma,0.2919,(d)ha-te-ri-iš-nu,0.2843,la-an-[si-ti-me,0.2727,(d)u2-pur-ku-pa-ak,0.2524,(f)na-pír-a-su,0.2388
li?-ki?-ri?-en?,[pi-el],0.3634,ka-da-an,0.2811,[dingir-gal,0.2711,u2-me,0.2681,an-za-an,0.2542
š[u-šu-un-ka,(d)nun.sunki-me,0.2722,il-ki-ka,0.2686,ha-al-li,0.263,hu-ut2-tak,0.2611,[si]-ia-an-ku-uk,0.25
su-un-ki-i[k],ki-ib-ra-at3,0.2772,[…]-ih-ma,0.2652,(d)pi-ni-gir3-me-im-ma,0.2449,ip,0.2423,šu-ul-lu-me-en-ka,0.2386
(m)un-t[aš]-dingir-gal,pi-tu4-um-ma,0.3112,(md)hu-um-ban-nu-me-na-ki,0.2476,ia-ak,0.2383,zu-u[n-ki-ip],0.2281,(d)ha-te-ri-iš-nu-me,0.2261
hi-ih-ni,ku-u[k-ši-ih],0.2549,hu-ut-tah-ša,0.2455,uk-ku-pi,0.2401,la-ni-ia,0.2225,ku-du-ma,0.2161
si]-it-tim,ku-ul-la-an-ka,0.2781,nu-ur,0.2597,ki-ib-ra-at,0.246,du-[…]h-pi,0.2285,ku-ši-ih-ma,0.2273
pi-el],i,0.3205,(d)hi-iš-mi-di-ik,0.2472,a-i-in,0.245,na-a,0.2347,(d)pa-tug2,0.2331
si-ia-an-[ku-uk-ra,hu-pi-e,0.279,{li}-na,0.2757,u2-ri-pu-pi,0.2614,hu-ut-ta-ak,0.2565,(md)hu-um-ban-nu-me-na-ki,0.2459
hu-ut2-tak-ha-li]-ik,(d)PA.TUG2,0.3697,ni,0.3345,a-gi,0.3274,pi-el,0.3001,a-pi-me,0.2989
[li-mi-in-ra,pi-tu4-ma,0.3064,-me,0.2967,ša-am?-me-eh-ši,0.2587,(d)kir-ma-sir-me,0.2535,[ku-ši-ih],0.2453
u2-pa-at],hi-en-ka,0.2671,(d)nin-e2-gal,0.2624,ul-hi,0.2599,ki-du-um-ma,0.2574,[ri?]-mu-um,0.2511
[šu-šu-un-ka,in-di-ik-ka,0.3453,du-ni-[ih,0.3046,ki-ik-ki-te-eh,0.2874,ip,0.2774,ul-lu-ru-uk,0.2628
(md)hu-um-ban-nu-me]-na-gi,(f)na-pír-a-su,0.297,a-ha-an,0.2783,ha-ap-ti-iš,0.2699,pa-ka-an-ra,0.2666,na-a,0.2435
ta-at-ta-ah,zu-un-ki-me,0.3568,(d)in-šu-uš-na-ak,0.2979,u2-pa-at,0.293,az-ki-it,0.269,u2-me,0.2652
mu-ur-ta-ah,ia-ak,0.3575,(d)ki-la-ah-šu-pi-ir,0.3111,si-ir-ha-al-te,0.2918,ul-li-na,0.2918,[…u2-pa-at,0.2365
(d)be-li-li-me,si-ia-an-ku-uk-pa,0.2975,ul-li-na6,0.2649,(f)na-pír-a-su,0.2614,lu-bu-ru-uh,0.2561,an-ka,0.2265
(d)da-mu-si,du-ni-[ih,0.3653,(md)hu-ban-nu-me-na-ki,0.3165,ul-hi,0.2912,(d)be-la-la,0.2868,[u2,0.2854
h[u-ut-tak-h]a-li-ik,ha-<at>,0.2845,šu-uh-tir,0.254,si-di-im-ma,0.2413,(d)ki-ri-ri-ša-me,0.2362,ha-ap-pa-ti-iš,0.2302
hi?-[…],hi?-iš,0.2767,(d)[hu]-um-ban-nu-me-na-gi,0.2548,su-ku-un-ra,0.2513,hu-uh-tah,0.2467,ha-ap-ši,0.2372
e[l?-x-x]-at-tu4,si-a-an-ku-uk-ra,0.2818,[…]-uš-ni-e,0.2802,(d)ki-ri-ri-ša,0.2766,ki-ik-ki-ti-ih,0.272,ri,0.2703
(d)hu-ban-[um]-me-na-ki,ki-ib-ra-at3,0.2522,a-lu-mi-im-ma,0.2437,ša-ak,0.239,(d)na-bu-u2,0.2253,u2-ri-[pu]-up,0.2138
(d)su-un-ki-ir-ri-ša-ar-ra,[hi-ih,0.2574,[ki?]-zu-um,0.2455,[ri?]-mu-um,0.2255,an-[za-an],0.2187,ha-ap-ši,0.2167
ta-ak-ki-ip-pi,lu-mu-un-ra,0.288,an-[za-an],0.2767,hu-uh-ni-me,0.2685,ku-du-ma,0.2523,[…]-nu-me-na-gi,0.2346
pu-uk-ši,um-me,0.2894,hu-uh-tah-ša,0.2676,hi-el,0.2623,(d)ki-la-ah-šu-pi-ir,0.262,li-ki-ir,0.2562
(md)hu-um-ban-um-me-na-gi,sa-ah-[ri],0.2801,hu-un-hi-ih-na,0.2456,(d)ha-te-ri-iš-[…],0.2439,hu-uh-[tah-ša],0.2387,hu-uš-ti-in,0.2198
li-ni-en,in-gi,0.2822,(d)im,0.2555,ka?-ap-na-ak,0.2515,ha-ap-ti-iš,0.2502,(d)in-šu-uš-na-ak,0.2389
pi-ip-li-ih,zig-ra-tu4,0.2959,i-la-a-ni-me,0.2869,[la-ha-ak-ir-ra],0.2801,tu4-um-pa-an-ra,0.274,a]-ak,0.232
ap-pu-ki-i,(d)in-šu-[uš]-na-ak,0.2664,nu-mu-un,0.2501,ša-am?-me-eh-ši,0.2476,(d)ru-hu-ra-te-ir-me,0.2432,mu-ur-ta-an-ra,0.238
ap-pu-ki-me,lu-lu-uh-šu,0.3299,a-gi,0.3071,ku-ši-ha,0.2824,ki-it-ti-ma,0.2436,(d)na-zi-it-me,0.2349
mu-ur-ta-an-ra,(d)hu-um-ban-me,0.2552,ap-pu-ki-i,0.238,du-ni-iš,0.2338,(d)ša-la-me,0.2325,[ri?-im?]-mu-u[m,0.2227
pa-ap-pa-ra-na,ri?-im?-um,0.3354,li-na,0.2559,la-am]-li-[e-ma,0.2434,[u2,0.237,si-di-im-ma,0.2304
ha-ap-pa-ti-iš,(f)na-pír-a-su,0.3369,la-an-si-ti-e,0.2935,ki-du-um-ma,0.2844,(d)ha-te-ri-iš-nu,0.2826,šu-du-ur,0.2653
li-li-ra,ku-[ku]-un-nu-um,0.3208,ša-ra-ra,0.3076,ki-du-um-ma,0.2868,az-ki-it,0.2779,an-za-an,0.2623
ip-il-la-ti-ma,ki-nu-ni,0.2956,ru-ri-na,0.2933,mu-ši-it-ta,0.2636,ta-ak-[me],0.2534,ku-[ku]-un-nu-um,0.2528
mu-ur-ti,un,0.3432,hu-sa-a,0.2679,(d)hi-iš-mi-di-ik,0.2668,uk-ku-pi,0.2624,pi-it-te-ka,0.2554
hi-ih2,me-el-ka-an-ra,0.3151,(d)hu-ba-nu-me-en-na-ki,0.3077,la-ni-ia,0.2752,su-kar-tah,0.2673,mu,0.2527
pa-ka-an-ra,(m)hu-ban-um-me-na-ki,0.3327,(md)hu-um-ban-nu-me-na-ki,0.3137,(md)hu-um-ban-nu-me]-na-gi,0.2666,[hi-ih,0.2612,pi-li-in,0.2226
la-ni-e,ku-la-a,0.3792,si-ti-i,0.2989,(d)na-bu-u2,0.2619,(d)hu-um-ban,0.2572,te-pu-uh,0.2376
la-ni-ia,hi-ih2,0.2752,me-lu-uk-ma,0.2427,[u2],0.2419,kuš3,0.2306,[…]-nu-me-na-gi,0.223
(d)hu-um-ban-me,[ip-il-la-ti],0.3024,ta-[ak]-me,0.2772,dingir-gal-me,0.2665,mu-ur-ta-an-ra,0.2552,[ku-ši-ih],0.2253
(d)hu-um-ban-um-me-en-na-ki,ha-at,0.2481,hu-sa-a,0.2394,hu]-us-si-ip-me,0.2389,hu-[ut]-tak-ha-li-ik,0.2171,ha-ah-ni-in-ra,0.2159
ul-li-na6,a-pu,0.307,te-la-ak,0.2783,la-am-li-e-ma,0.2767,ni-im-ma,0.2715,un-taš-dingir-gal,0.2712
su-kar-tah,a-ak,0.2945,ha-at,0.2823,hi-ih2,0.2673,sa-ah-[ri],0.2643,(md)hu-um-ban-nu-me-en-na-ki,0.2605
ha-ap-ši,],0.3026,si-[ia-an-ku]-uk-[ra,0.2504,hi?-[…],0.2372,si-it-tan-me,0.2329,(d)su-un-ki-ir-ri-ša-ar-ra,0.2167
ha-di-en,si-di-im-ma,0.3054,tu4-[ur],0.2991,su-ku-un-ra,0.2859,(d)kir-ma-sir-me,0.2685,ša-ri-ik,0.257
in-di-ig-ga2,missing,0.2835,tu4-ru-uš-ni-e,0.2621,ku-te-en,0.2602,(d)nun.sunki-me,0.2561,(d)im,0.2501
gi-nu-ni,a-pi-me,0.3299,šu-un-šu-ir-pi,0.2653,la-am-li-e-ma,0.2583,si-ia-ni-me,0.2396,te-ip-[ti],0.2381
in-di-ig-ga4,ta-ak-me,0.3058,(md)hu-ban-um-me-en-na-ki,0.293,mu-ur-tah,0.2927,dingir-gal,0.2763,zu-u[n-ki-ip],0.2762
hu-ban-nu-me-en-na-ki,hi-ih-li,0.2712,la-am-li-e-ma,0.252,ku-ur-ru,0.2464,(d)in-šu-uš-n[a-ak],0.246,si-ia-an-ku-uk-pa],0.2454
il-li-na,ha-at,0.2528,ik-el,0.24,su-kar-tah,0.2384,(d)nin-a-li,0.2374,[la-ha-ak-ir-ra],0.2369
hu-šu-ut-ta,(d)in-šu-uš]-na-ak,0.2446,hu-un-hi-ih-na,0.2227,mi-el-ki,0.2195,(d)iš-ni-ka-ra-ab2,0.2182,(d)[…,0.2114
ki-nu-ni,ip-il-la-ti-ma,0.2956,zu-uk-ma,0.2931,(d)hu-ban-um-me-en-na-ki,0.2849,si-ia-an-ku]-uk-pa,0.2809,hi-ih-li,0.2492
hu-ut-ta-an,ki-it-ti-in,0.2337,a-i-in,0.2309,in]-ti-ig-[ga],0.2212,me-lu-uk-ra],0.2207,hi-ih-ni],0.2191
zu-uk-ka-an,(d)aiba-sunkir,0.2956,lu-be-en,0.2644,[ri?]-mu-um,0.2592,in-ti-ik-ka,0.2464,(d)na-ap-ra-te-ip,0.2384
si-ti-i,a-ha-an,0.341,ki-it-ti-im-ma,0.3126,la-ni-e,0.2989,hu-ut-tak-ha-li-ku,0.2967,si-ia-an-i-me,0.2766
ka-da-an,li?-ki?-ri?-en?,0.2811,nu-mu-un,0.2609,šu-šu-[un-ka],0.2608,li-na-pu-un,0.2492,ir,0.2419
ša-ar-ra-na,du-ni-ih,0.3711,hu-[ut-tah],0.3096,hi-en-ka,0.2758,ku-ši-ih,0.2532,ik-ku,0.2467
hu-sa-a,mu-ur-ti,0.2679,(d)hu-ban-nu-me-en-na-ki,0.2586,(d)hu-um-ban-um-me-en-na-ki,0.2394,az-ki-[it],0.2281,in-ti-ik-ka,0.2262
li-ik-ri-in,li-mi-in-ra,0.3439,li-na,0.3338,(d)ma-an-za-at,0.2942,[ip-il-la-ti],0.2748,u2,0.2618
hu-ma-ka-ak,(d)in-šu-[uš]-na-ak,0.2759,ir,0.2746,a-i-in,0.2655,(d)ma-an-za-at,0.2569,ha-al-te-te,0.252
uk-ku-ma,na-pir2-ri-ša-ar-ra-pi,0.2521,pi-du-um-ma,0.2335,hi-ih-li,0.2218,(d)ma-áš-ti,0.2214,hu-ut2-tak?-ha?-[…],0.2203
zu-lu-ka-ak,ša-tu4-uh-ni,0.3244,ur,0.3114,an-ka,0.3032,zu-un-ki-ip,0.2943,a-al,0.2755
zu-uk-ma,hi-en-ga,0.3188,ki-nu-ni,0.2931,id,0.2855,[š]u?-ut?-ta?,0.2742,hu-ut2-tak?-ha?-[…],0.2537
il-ki-ka,ul-hi,0.3098,[h]a-li-ik,0.2968,[a-h]a-an,0.2855,š[u-šu-un-ka,0.2686,du-uh,0.2673
ha-ap-ti-iš,[…u2-pa-at,0.3297,(husa)tukul-har-sag,0.3067,ia,0.2952,a-pu-un,0.2824,(md)hu-um-ban-nu-me]-na-gi,0.2699
hi-i-še,hi-en-ga,0.3129,li-mi-in-ra],0.2805,la-an-si-di-ia,0.263,x-x,0.2477,hi-en-ka,0.2438
ša-qu-tu4,[ri?-im?]-mu-u[m,0.3616,su-un-ki-ir,0.2968,dur-na-ah-u2-te-{na}?,0.2904,hu-ut2-tak,0.2842,ta-ak-me,0.2803
a-bu-ul-lu,te-la-ak-li,0.2831,te-im-ma,0.2715,(d)nin-e2-gal,0.2608,ap-pa,0.2362,ša-ri-ih,0.235
hi-el,u2-pa-at,0.2686,pu-uk-ši,0.2623,(m)un-taš-dingir-gal-me,0.2569,u2,0.2399,šu-lu-me-en-[ka],0.2383
lu-bu-ru-uh,ir-mu,0.4346,(d)be-li-li-me,0.2561,ar,0.2438,ha-li-ih,0.2403,si-ia-an-ku-{uk}-[pa],0.2372
ha-al-li,š[u-šu-un-ka,0.263,[an-za-a]n,0.255,si-ia-an-ku-uk-ra,0.2547,(d)iš-ni-ka-ra-ab,0.2381,un,0.2362
(d)in-šu-ši-na-ak-me,[ku-ši-ih],0.2958,[…u2]-pa-at,0.2579,(d)in-na-na,0.2479,si-ir-ha-al-te,0.241,ša-at-me,0.2393
šu-du-ur,ta-ah,0.2805,ha-ap-pa-ti-iš,0.2653,(d)hi-iš-mi-di-ik,0.252,du-[…]h-pi,0.2346,[h]a-li-ik,0.2323
pi-du-um-ma,ha-al,0.3499,zig-ra-tu4-me,0.3094,(d)pi-ni-gìr,0.2932,hu-tu4-un-ra,0.2769,ki-ik-ki-ti-ih,0.2715
ki-du-um-ma,(d)[…],0.2919,li-li-ra,0.2868,ha-ap-pa-ti-iš,0.2844,pi-tu4-um-ma,0.2832,si-a-ku-uk,0.2786
la-an-si-di-ia,gi-ri-ni,0.2684,hi-i-še,0.263,si-a-ku-uk,0.2565,li-gi-e,0.2411,ku-ul-la-an-ka,0.2359
ik-el,(m)hu-ban-nu-me-na-ki,0.2643,la-an-si-ti-ir-ra,0.2505,hi?-iš,0.2485,la-an-si-ti-me,0.2405,il-li-na,0.24
ši-in-ni,[t]e-ip-ti,0.2995,la-am-li-e-ma,0.2814,[si]-ia-an-ku-uk,0.2716,(d)ha-te-ri-iš-nu,0.2554,ha-li-ik,0.252
lu-mu-un-ra,zu-uk-ka-an-ka,0.3132,id,0.2922,ta-ak-ki-ip-pi,0.288,hu-pi-e,0.2809,zu-un-ki-ik,0.2668
ha-al-te-te,hu-ut2-tah-ha-li-ih,0.2995,ta-ak-[me],0.2891,li-in-ra,0.2754,-me,0.2708,me-lu-uk-ra,0.2582
du-ha-an-ra,ul-li-na,0.3099,ma-šu-um,0.3036,in]-ti-ig-[ga],0.2652,me-en-pu,0.2642,(d)nin-a-li,0.2536
tu4-ul-li-in,mu,0.274,(m)un-taš-dingir-gal-ki,0.267,(d)ki-la-ah-šu-pi-ir,0.2542,ri-e-ru-um-ma,0.254,[hi-ih,0.2532
li-in-ra,[dingir-gal],0.3549,ha-du,0.3016,(d)hu-ba-nu-me-en-na-ki,0.2826,ha-al-te-te,0.2754,ip-il-la-ti-ma,0.2438
ku-ta-a,[i],0.3144,pi-[el,0.2817,la-ha-ak-ir-ra,0.272,[h]a-li-ik,0.257,a-ak,0.2412
si-ia-an-ku-uk-ma,su-ku-ša-ak,0.2665,ši-in-ni,0.2218,(husa)tukul-har-sag,0.2174,(d)nin-a-li,0.2141,tu4-ni-ih,0.2129
hi-i-še-e,(d)ru-hu-ra-te-ir-me,0.2885,[hi]-ih,0.2691,(d)ru-hu-ra-tir,0.2578,a-lu-mi-im-ma,0.2566,ša-qu-tu4,0.2556
mi-ša-ri,si-di-im-ma,0.2881,(d)na-ah-hu-un-te-ir,0.2744,nu-mu-un,0.2583,ku-ši-ih-ša,0.252,hu-uš-ti-in,0.2434
lu-ub-bu-ru-uh-ni,tu4-[ur],0.2546,hu-ut-ta-ak-[ha-li-ik],0.2393,ta-ak-me,0.2292,[hu]-šu-ia,0.222,me-[lu]-uk-ra,0.2211
si-ia-an-ku-uk-pa-me,(d)kir-ma-sir-me,0.3477,[la-ha-ak-ir-ra,0.2918,ku-ši-ih-ma,0.2851,(d)hu-ban-nu-me-na-ki,0.2691,(d)iš-ni-ka-ra-ab2,0.2603
šu-tu4-ur,si-ia-an-i-me,0.2823,ha-at-ta-an-ra,0.2712,du-un-ra,0.2614,(d)in-šu-uš-na-ak4,0.2376,sa-al-mu-um,0.233
pi-tu4-um-ma,ir,0.3159,(m)un-t[aš]-dingir-gal,0.3112,ki-du-um-ma,0.2832,šu-šu-[un-ka],0.2761,ki-it-ti-im-ma,0.2677
ku-du-um-ma,[a-gi],0.3371,(d)in-šu-uš-na-ak,0.309,ša-ri-ih,0.3083,[…],0.3059,li-ki-ir,0.2976
pi-it-te-ga,(d)kir-ma-sir-me,0.2976,[ri?]-mu-um,0.2908,[…]-a,0.2764,ta-ak-[me],0.2524,-me,0.2464
te-la-ak-[ni],(d)hu-ban-nu-me-na-gi,0.3817,la-am-li-e-ma,0.2759,in-ti-[ig]-ga,0.2543,[az-ki-it,0.2378,{li}-na,0.23
hu-ut2-tak?-ha?-[…],te-ip-ti,0.2962,a-pi,0.2669,ia,0.2628,ul-hi,0.2571,hu-ut2-tak-ha-li]-ik,0.2566
du-[…]h-pi,ul-li-na,0.3524,in-ti-ig-ga8,0.3513,(d)na-ah-hu-un-te,0.2903,hu-šu-a,0.2712,šu-du-ur,0.2346
la-an-gi-el-li,mu,0.3481,ra,0.3115,ša-[ak,0.2631,in-[ti-ik-ka,0.256,a-pi,0.2504
[…]-pi,šu-lu-me-ka,0.3549,šu-ut-me,0.3023,šu-<ut>-ki-me,0.2618,nu-mu-un,0.2474,e[l?-x-x]-at-tu4,0.2461
hu-ut2-tak,tu4-ni-ih,0.2869,ša-qu-tu4,0.2842,š[u-šu-un-ka,0.2611,hi-ih,0.248,zig-ra-tu4-me,0.2458
ha-du,si-ia-ni-me,0.303,li-in-ra,0.3016,a-pi,0.2958,dingir-gal],0.2715,in-tu4-um,0.2497
ta?-du?-ra-na,šu-šu-un-[ka]-[…],0.2403,li-gi-e,0.2297,hu-šu-a,0.229,la-an-si-di-ia,0.2278,šu-du-ur,0.2258
[…]-ar-na,a,0.3249,ni,0.3092,[ku-ku]-un-nu-um,0.3041,(d)ša-la,0.2858,an-za-an,0.2844
(d)kir-ma-sir-me,si-ia-an-ku-uk-pa-me,0.3477,a,0.3455,pi-it-te-ga,0.2976,(d)in-šu-[uš-na-ak,0.2938,-me,0.2887
[…]-ih-ma,(d)nin-a-li-me,0.2673,(md)hu-[um-ban-nu-me-na-gi],0.2669,su-un-ki-i[k],0.2652,ip-il-la-ti-ma,0.2348,(d)ki-la-ah-šu-pi-ir],0.234
a[n-za]-an,[ur(?),0.3571,in-gi,0.3424,zu-uk-ka-an-ka,0.3285,hu-ut-tak-ha-li-ik,0.3224,si-a-an-ku-uk],0.3092
[su]-un-ki-ik,hu-šu-a,0.3316,(d)[hu]-um-ban-nu-me-na-gi,0.2886,a[n-za]-an,0.2334,li-ik-ri-in,0.2333,[…]-ak,0.2256
[…]-nu-me-na-gi,šu-šu-un-[ka]-[…],0.3393,na-ah-hu-un-te-ir,0.2819,10,0.2601,hi-[en-g]a,0.2566,sa-al-mu-um,0.2484
hi-ih-ni],dur-na-ah-u2-te-{na}?,0.358,in]-ti-ig-[ga],0.3285,ša-ri-ih,0.2858,[u2,0.2855,tu4-ur],0.2836
